,Company,Link,Pitch,Joined,Location,Market,Website,Employees,Stage,Total_raised
893,Brainchild & Co.,https://angel.co/brainchild-1,Building services and products for consumers,Jan ’15,New York City,Beauty,brainchild.co,11-50,-,-
894,Jobsinthemoney,https://angel.co/jobsinthemoney,,Jan ’15,-,-,-,-,-,-
895,OneEleven,https://angel.co/oneeleven-111,Post-Seed Stage Tech Accelerator,Mar ’15,Toronto,Technology,oneeleven.com,1-10,-,-
896,Signatures Capital,https://angel.co/signatures-capital,Supporting founders committed to inventing the future.,Jan ’15,San Francisco,Venture Capital,signaturescapital.com,1-10,-,-
897,Staffly,https://angel.co/staffly,On-demand Retail Staffing Marketplace,Sep ’15,San Francisco,Business Services,Staffly.com,1-10,Seed,"$2,610,000"
898,Plate IQ,https://angel.co/plateiq,Redefining restaurant operations (YC S15),Aug ’15,San Francisco,Predictive Analytics,plateiq.com,11-50,Seed,"$5,300,000"
899,Shred Video,https://angel.co/shred-video,1-button video editing,Nov ’15,San Francisco,Artificial Intelligence,shredvideo.com,,-,-
900,Bit.ly,https://angel.co/bit-ly,,Jan ’12,-,-,bit.ly,51-200,Acquired,"$94,400,000"
901,Radius Agent,https://angel.co/radiusagent,Social Network for Real Estate Agents and Brokers,Jun ’14,Broomfield,Private Social Networking,radiusagent.com,11-50,Series A,"$6,450,000"
902,Symphony,https://angel.co/symphony-3,The secure collaboration and workflow technology company,Oct ’14,Palo Alto,Messaging,symphony.com,201-500,,"$366,000,000"
903,BrightCrowd,https://angel.co/brightcrowd,The Smarter Professional Network,Oct ’14,Redwood City,Q&A,brightcrowd.com,1-10,-,-
904,Lyte,https://angel.co/lyte,,Oct ’14,San Francisco,Ticketing,lyte.com,11-50,-,-
905,Gyroscope,https://angel.co/gyroscope,A new OS for the human body,Oct ’14,San Francisco,Fitness,gyrosco.pe,1-10,-,-
906,Rhumbix,https://angel.co/rhumbix,Field Construction Productivity Solutions,Dec ’14,San Francisco,Industrial,rhumbix.com,11-50,Series D,"$12,260,000"
907,ShineOn.com,https://angel.co/shineonjewelry,ShineOn is an e-commerce platform that empowers the creation and sale of jewelry.,Oct ’15,Brooklyn,E-Commerce Platforms,shineon.com,11-50,-,-
908,Gridspace,https://angel.co/gridspace,Software that understands and automates real-time conversation,Nov ’14,San Francisco,Deep Learning,gridspace.com,11-50,-,-
909,Untrodden,https://angel.co/untrodden,"An online treasure chest to places less-explored, starting with lodging. ",Oct ’14,San Francisco,Curated Web,untrodden.com,1-10,-,-
910,Superhuman,https://angel.co/superhuman,The fastest email experience ever made. Sign up now for VIP access.,Aug ’15,San Francisco,SaaS,superhuman.com,11-50,-,-
911,Current Labs,https://angel.co/current-labs,Tools for managing aquatic ecosystems,Jan ’15,San Francisco,Experience Design,currentlabs.io,1-10,-,-
912,Bezar,https://angel.co/bezar,The Design Marketplace,Nov ’15,New York City,Marketplaces,bezar.com,,-,-
913,Replicated,https://angel.co/replicated,"Private SaaS, as a service",May ’15,Los Angeles,Docker,replicated.com,1-10,Series A,"$6,500,000"
914,TourBook,https://angel.co/tourbook,TourBook is a new way for commercial real estate brokers to work with their clients. ,Jan ’15,San Francisco,Commercial Real Estate,tourbookapp.com,1-10,-,-
915,Brick & Mortar Ventures,https://angel.co/brick-mortar-ventures,Investing in Technology for the Built World,Jan ’15,San Francisco,Hospitality,brickmortar.vc,1-10,-,-
916,Drive Motors,https://angel.co/drive-motors,Online checkout for car dealerships (Y Combinator W2016),Mar ’15,San Francisco,Mobile Commerce,drivemotors.com,11-50,-,-
917,Parlio (acq. by Quora),https://angel.co/parlio,A global online community discussing what matters.,Jan ’15,Palo Alto,Blogging Platforms,parlio.com,1-10,-,-
918,Reach Capital,https://angel.co/reach-capital,,Feb ’16,-,-,reachcap.com,,-,-
919,Rippling,https://angel.co/rippling,"HR, IT & Operations. Everything your employees need, in one place.",Apr ’17,San Francisco,-,rippling.com,51-200,Seed,"$7,500,000"
920,Giant Swarm,https://angel.co/giant-swarm,Managed Kubernetes Anywhere,Jul ’14,Cologne,Cloud Infrastructure,giantswarm.io,11-50,Seed,"$2,335,000"
921,ParkiFi,https://angel.co/parkifi,Real Time Parking Spot Occupancy Plaftorm,Sep ’14,Boulder,Mobile Payments,parkifi.com,,Acquired,"$9,500,000"
922,Talkray,https://angel.co/talkray,Messaging and Calling App,Sep ’14,Redwood City,Messaging,talkray.com,1-10,-,-
923,Zinc,https://angel.co/zinc-technologies,An Ecommerce Plumbing Company (YC W14),Sep ’14,San Francisco,B2B,zinc.io,11-50,-,-
924,Spruce Health,https://angel.co/spruce-health,Modern healthcare delivery,Dec ’14,San Francisco,-,sprucehealth.com,11-50,Series A,"$17,000,000"
925,Clubhouse Software,https://angel.co/clubhouse-software,Project management tools you’ll actually enjoy using.,Sep ’14,New York City,Product Management,clubhouse.io,1-10,,"$4,000,000"
926,Lunar Wireless,https://angel.co/lunar-labs,Mobile without a monthly bill.,Sep ’14,Detroit,Telecommunications,lunarwireless.com,1-10,Seed,"$4,400,000"
927,AspireIQ,https://angel.co/aspireiq,The leading influencer platform for producing branded creative at scale. ,Oct ’14,San Francisco,Social Media Marketing,aspireiq.com,51-200,Seed,"$2,400,000"
928,Vita-Mix,https://angel.co/vita-mix,,Oct ’14,-,-,,,-,-
929,FG Angels Syndicate Fund III,https://angel.co/fg-angels-syndicate-fund-iii,"1 Investment, 15 deals from FG Angels",Oct ’14,-,-,angel.co,,-,-
930,Channel,https://angel.co/channel-app,Watch the world.,Oct ’14,San Francisco,Video Streaming,channel.wtf,11-50,Seed,"$8,200,000"
931,KohFounders,https://angel.co/kohfounders,"KohFounders is a pre seed fund focused on emerging ecosystems. The team, advisors and investors have helped build and have experience at companies including Facebook, Sequoia Capital, Google, Snapchat, Groupon, Zynga, Kabam, ebay, uber, etc.  ",Oct ’14,-,-,kohfounders.com,11-50,-,-
932,v1.vc,https://angel.co/v1-vc,Seed-stage venture capital fund based in Boulder and San Francisco,Nov ’15,Boulder,Hardware + Software,v1.vc,1-10,-,-
933,Shinesty,https://angel.co/shinesty,Irreverent fashion for events year round. ,Oct ’14,Boulder,Fashion,shinesty.com,11-50,,"$330,000"
934,Wevorce,https://angel.co/wevorce,Changing Divorce For Good,Nov ’14,San Francisco,Legal,wevorce.com,,Seed,"$6,400,000"
935,Carbon Robotics,https://angel.co/carbon-robotics,Democratizing advanced robotics. ,Nov ’14,San Francisco,Robotics,carbon.ai,1-10,-,-
936,Spoil,https://angel.co/spoil,Gifting for the Snapchat Generation,Nov ’14,San Francisco,Ecommerce,spoil.co,1-10,-,-
937,Snowball,https://angel.co/snowball-2,All your mobile messages in one place,Nov ’14,San Francisco,Operating Systems,trysnowball.com,1-10,Seed,"$2,300,000"
938,Opstarts,https://angel.co/opstarts,Planning and forecasting without spreadsheets,Nov ’14,San Francisco,B2B,opstarts.com,,-,-
939,NURX,https://angel.co/nurx,"Medication, Prescribed and Delivered",Nov ’14,San Francisco,Young Adults,nurx.co,11-50,Series A,"$5,300,000"
940,Zen99,https://angel.co/zen99,Finance and insurance tools for freelancers,Aug ’14,San Francisco,-,tryzen99.com,1-10,Seed,"$2,500,000"
941,FLIP,https://angel.co/flip,eBay for the snapchat generation,Aug ’14,-,Ephemeral ,JustFlip.com,1-10,-,-
942,Dia&Co,https://angel.co/dia-co,Dia&Co is the leading personalized styling service for women who wear sizes 14+.,Sep ’14,Los Angeles,Retail Technology,dia.com,501-1000,Series A,"$20,000,000"
943,AngelList Consumer Fund I,https://angel.co/consumer-fund,A diversified portfolio of consumer technology investments,Sep ’14,San Francisco,Consumer Internet,angel.co,,-,-
944,Dwell,https://angel.co/dwell,Connecting the modern world.,Aug ’14,San Francisco,Interest Graph,dwell.com,11-50,Series A,"$4,800,000"
945,Growbot,https://angel.co/growbot,Employee engagement in Slack,Sep ’14,San Francisco,Messaging,growbot.io,1-10,Seed,"$2,000,000"
946,Thrive Agritech,https://angel.co/thrive-agritech,Better LED Horticultural Lighting through Technology,Sep ’15,New York City,Energy Efficiency,thriveagritech.com,11-50,,"$3,100,000"
947,Konsus,https://angel.co/konsushq,On-Demand Business Support,Feb ’16,Palo Alto,B2B,konsus.com,51-200,Seed,"$1,500,000"
948,The Mighty,https://angel.co/the-mighty,A platform that empowers and connects people facing health challenges and disabilities.,Sep ’14,Los Angeles,Digital Health,themighty.com,11-50,Seed,"$8,200,000"
949,Classkick,https://angel.co/classkick,"Student Feedback - Better, Faster, Together",Oct ’14,Chicago,K-12 Education,classkick.com,1-10,Seed,"$1,600,000"
950,Grabble,https://angel.co/grabble,Mobile Commerce Platform b2b and award winning b2c ,Oct ’14,London,Mobile Commerce,grabble.com,11-50,,"£2,100,000"
951,Cloudstitch,https://angel.co/cloudstitch,A web development platform that uses your office suite as the back-end,Oct ’14,San Francisco,Web Design,cloudstitch.com,1-10,Acquired,-
952,GitPrime,https://angel.co/gitprime,Productivity analytics for software teams,Oct ’14,Mountain View,Big Data Analytics,gitprime.com,11-50,Seed,"$800,000"
953,Descartes Labs,https://angel.co/descartes-labs,Modeling complex systems on the planet,Apr ’15,Los Alamos,Agriculture,descarteslabs.com,,Seed,"$8,300,000"
954,Zensight,https://angel.co/zensight,Artificial intelligence for sales professionals,Dec ’14,Boston,Sales Automation,zensight.ai,1-10,Acquired,-
955,Roomblocker,https://angel.co/roomblocker,Hotel booking for groups and events (YC S15),Nov ’14,San Francisco,Hospitality,Roomblocker.com,,,"$120,000"
956,Bento,https://angel.co/bento-2,Delicious Asian food,Feb ’15,San Francisco,Mobile Commerce,bentonow.com,1-10,,"$1,500,000"
957,CTRL+Console,https://angel.co/ctrl-console,Computer interface for the 21st Century,Jan ’15,Boulder,Creative Industries,ctrlconsole.com,1-10,,"$261,000"
958,HOOKED,https://angel.co/hookedapp,Machine learning for storytelling,Jul ’15,San Francisco,Digital Entertainment,hooked.co,11-50,Series A,"$15,150,000"
959,Framer,https://angel.co/framer,The best way to create interactive designs from start to finish.,Nov ’14,Amsterdam,Developer Tools,framer.com,11-50,Series A,"$9,300,000"
960,Dragoneer Investment Group,https://angel.co/dragoneer-investment-group,,Aug ’14,San Francisco,-,-,-,-,-
961,Noteleaf,https://angel.co/noteleaf,,Aug ’14,Palo Alto,Meeting Software,noteleaf.com,-,-,-
962,Orphidia,https://angel.co/orphidia,Universal Platform For All Blood Tests,Aug ’14,San Francisco,Medical Devices,orphidia.com,11-50,Seed,"$1,805,000"
963,Blockstream,https://angel.co/blockstream,Blockstream solves problems that undermine trust in today's financial systems.,Sep ’14,Mountain View,Data Security,blockstream.com,11-50,Series A,"$76,000,000"
964,Growbots,https://angel.co/growbots,Outbound sales. 5 minutes a day. In one place,Sep ’14,San Francisco,Lead Generation,growbots.com,51-200,Seed,"$3,100,000"
965,Make School,https://angel.co/make-school,College designed for the 21st century,Sep ’14,San Francisco,Education,makeschool.com,11-50,Seed,"$4,375,000"
966,Bikanta,https://angel.co/bikanta,Nanodiamonds Redefining Imaging for Cancer Detection,Dec ’14,Berkeley,-,bikanta.com,1-10,-,-
967,Huckle,https://angel.co/huckle,Start your own live group chats with just a Tweet,Sep ’14,San Francisco,Messaging,HuckleApp.com,1-10,Seed,"$850,000"
968,Evolution Equity Partners,https://angel.co/evolution-equity-partners,Venture Capital Firm,Oct ’15,New York City,-,evolutionequity.com,1-10,-,-
969,harvest.ai,https://angel.co/harvest-ai,Stop data theft before it happens,Sep ’14,San Diego,Predictive Analytics,harvest.ai,11-50,Acquired,"$21,300,000"
970,Supply Chain Connect,https://angel.co/supply-chain-connect,,Mar ’17,Newport News,E-Commerce,supplychainconnect.com,-,-,-
971,Liveli,https://angel.co/liveli,Automate your Hiring.,Mar ’15,San Francisco,Small and Medium Businesses,liveli.co,11-50,Acquired,-
972,Skyfront,https://angel.co/skyfront,"Long-endurance, hybrid-electric drone aircraft",Sep ’14,San Francisco Bay Area,Robotics,skyfront.com,,,"$120,000"
973,Mona,https://angel.co/shopwithmona,The world's smartest personal shopping assistant (Techstars NYC '15),Jul ’15,Seattle,Mobile Commerce,monahq.com,1-10,-,-
974,Barricade,https://angel.co/barricade,Early warning system against hackers,Nov ’14,Austin,Technology,barricade.io,11-50,Seed,"$1,200,000"
975,MoveWith,https://angel.co/movewith,Your Personal Audio Fitness Studio,Sep ’14,San Francisco,Fitness,movewith.com,1-10,Seed,"$4,250,000"
976,Liucrative Endeavors,https://angel.co/liucrative-endeavors,Strategy and investment firm,Sep ’14,San Francisco,IaaS,,1-10,-,-
977,Chain,https://angel.co/chain-com,Ledger infrastructure for modern applications,Oct ’14,San Francisco,Developer APIs,chain.com,11-50,Seed,"$43,700,000"
978,Andy OS,https://angel.co/andy-os,An Android platform that connects mobile and desktop,Oct ’14,San Francisco,Android,andyroid.net,1-10,,"$3,000,000"
979,fuzzy.ai,https://angel.co/fuzzy-ai,Easy Machine Learning for Developers,Dec ’14,San Francisco,Developer APIs,fuzzy.ai,1-10,-,-
980,MUBI,https://angel.co/mubi,Curated Film Streaming Service ,Oct ’10,San Francisco,Film,mubi.com,51-200,Series D,"$27,050,000"
981,NGDATA,https://angel.co/ngdata,Experience The Difference,Oct ’12,Gent,Customer Experience,ngdata.com,51-200,Series B,"$25,400,000"
982,Stream,https://angel.co/stream,"Stream is an API for building, scaling and personalizing feeds.",Sep ’14,Boulder,SaaS,getstream.io,11-50,Series A,"$4,750,000"
983,Livongo Health,https://angel.co/livongo-health,,Sep ’14,Chicago,-,livongo.com,-,Series B,"$74,500,000"
984,Liveli,https://angel.co/liveli,Automate your Hiring.,Mar ’15,San Francisco,Small and Medium Businesses,liveli.co,11-50,Acquired,-
985,Skydio,https://angel.co/skydio,The self-flying camera has arrived,Oct ’14,Redwood City,Robotics,skydio.com,51-200,Series B,"$70,000,000"
986,MightySignal,https://angel.co/mightysignal,Providing critical insights into the mobile ecosystem,Oct ’14,San Francisco,B2B,mightysignal.com,1-10,,"$1,200,000"
987,Acre Designs,https://angel.co/acre-designs,Beautiful - Smart - Homes,Dec ’14,Mountain View,Construction,acredesigns.com,1-10,Seed,"$1,362,000"
988,Razorpay,https://angel.co/razorpay,A One Stop modern online payment gateway for India,Mar ’15,Bengaluru,Mobile Payments,razorpay.com,51-200,,"$11,500,000"
989,ROSS Intelligence,https://angel.co/ross-intelligence,Siri for the law. We provide cited answers to natural language legal questions.,Jan ’15,Palo Alto,Legal,rossintelligence.com,1-10,-,-
990,Allay,https://angel.co/allay,A modeling and quoting platform for self insured health plans. (AngelPad#8) ,Jan ’15,San Francisco,Insurance,allay.io,11-50,Seed,"$3,400,000"
991,UK Technology by Flight Ventures,https://angel.co/flight-vc-uk,Investing in early stage companies ,Dec ’14,London,Consumer,angel.co,1-10,-,-
992,SIZZLE,https://angel.co/onsizzle,Search and Share Any Meme,Jan ’15,San Francisco,Computer Vision,onsizzle.com,1-10,-,-
993,SpringRole,https://angel.co/springrole,Professional Network on the blockchain,Feb ’15,Santa Monica,Blockchains,springrole.com,11-50,Seed,"$250,000"
994,Grapevine,https://angel.co/grapevine,Global Influencer Marketing Ecosystem,Dec ’14,Boston,Advertising Platforms,grapevinelogic.com,11-50,Seed,"$1,100,000"
995,ICE,https://angel.co/ice,The International Conclave of Entrepreneurs,Dec ’14,London,Entrepreneurs,angel.co,51-200,-,-
996,JOANY,https://angel.co/hellojoany,"Health Insurance, Simple and Transparent",Dec ’14,Los Angeles,Insurance,joany.com,11-50,Series A,"$18,950,000"
997,Lookup,https://angel.co/lookupto,The Local Shopping Network.,Dec ’14,Delhi,Messaging,lookup.to,51-200,Acquired,"$2,882,000"
998,Marketplaces by Flight.vc,https://angel.co/marketplace-syndicate,"Online marketplaces have among the best network effects, revenue and profit models.",Dec ’14,San Francisco,Marketplaces,hi.com,,-,-
999,ThermoGenesis Group,https://angel.co/thermogenisis-group,Cloud-connected treadmill desks and standing desks,Jan ’15,Grand Rapids,Fitness,imovr.com,11-50,-,-
1000,reMail,https://angel.co/remail,,Jan ’12,-,Messaging,remail.com,-,Acquired,-
1001,Phasor,https://angel.co/phasor,broadband on the move,Jan ’12,Washington DC,Communications Hardware,phasorsolutions.com,11-50,-,"$18,200,000"
1002,Auctomatic,https://angel.co/auctomatic,,Aug ’12,San Francisco,Auctions,auctomatic.com,1-10,Acquired,"$5,000,000"
1003,Jeeran,https://angel.co/jeeran,Local discovery based on community reviews,Apr ’12,"Jordan, JO",Crowdsourcing,jeeran.com,11-50,Seed,-
1004,Digital Garage,https://angel.co/digital-garage,,Feb ’14,Tokyo,Investment Management,garage.co.jp,11-50,-,-
1005,FOBO,https://angel.co/fobo-1,"The fastest, easiest way to sell your electronics",Nov ’13,San Francisco,Hardware + Software,fobo.net,1-10,Acquired,"$2,600,000"
1006,Azuki Systems,https://angel.co/azuki-systems,,Jan ’12,Acton,Video Streaming,azukisystems.com,,Acquired,"$28,100,000"
1007,Watsi,https://angel.co/watsi,Building technology to finance healthcare for everyone,Jul ’13,Remote,Crowdfunding,watsi.org,11-50,Seed,"$1,200,000"
